filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info 
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,172,4,5,"[172, 173, 174, 175, 176, 177, 178, 179, 180, 181]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,185,4,5,"[185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,199,4,49,[199],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,200,4,61,[200],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,201,4,55,[201],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,203,4,57,[203],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,204,4,58,[204],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,205,4,57,[205],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,207,4,56,"[207, 208]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,209,4,55,"[209, 210]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,211,4,36,"[211, 212]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,216,4,46,"[216, 217, 218, 219, 220]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,224,4,62,"[224, 225, 226, 227, 228, 229]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,233,4,39,"[233, 234, 235, 236, 237, 238, 239, 240, 241]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,245,4,46,"[245, 246, 247, 248, 249, 250]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,254,4,46,"[254, 255, 256, 257, 258, 259, 260, 261]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,265,4,46,"[265, 266, 267, 268, 269, 270, 271, 272]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,276,4,14,"[276, 277, 278]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,282,4,46,"[282, 283, 284, 285, 286, 287, 288, 289]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,293,4,62,"[293, 294, 295, 296, 297, 298]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,302,4,46,"[302, 303, 304, 305, 306, 307, 308]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,312,4,62,"[312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,326,4,14,"[326, 327, 328, 329, 330, 331, 332]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,336,4,46,"[336, 337, 338, 339, 340, 341]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,345,4,46,"[345, 346, 347, 348, 349, 350, 351, 352, 353, 354]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,358,4,5,"[358, 359, 360, 361, 362, 363, 364, 365, 366, 367, 368, 369, 370]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,374,4,46,"[374, 375, 376, 377, 378, 379, 380, 381]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,385,4,14,"[385, 386, 387, 388, 389, 390, 391]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,395,4,14,"[395, 396, 397, 398, 399, 400, 401, 402]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,406,4,46,"[406, 407, 408, 409, 410, 411, 412, 413, 414, 415]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,419,4,46,"[419, 420, 421, 422, 423, 424, 425, 426, 427, 428, 429, 430]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,434,4,46,"[434, 435, 436, 437, 438, 439]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,443,4,75,"[443, 444, 445, 446, 447, 448, 449, 450, 451, 452, 453]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,457,4,14,"[457, 458, 459, 460, 461, 462, 463, 464]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,468,4,14,"[468, 469, 470, 471]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,475,4,14,"[475, 476, 477, 478]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,482,4,46,"[482, 483, 484, 485, 486, 487]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,491,4,46,"[491, 492, 493, 494, 495, 496]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,500,4,46,"[500, 501, 502, 503, 504, 505]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,509,4,14,"[509, 510, 511, 512]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,516,4,46,"[516, 517, 518, 519, 520]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,524,4,14,"[524, 525, 526, 527, 528, 529, 530, 531]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,535,4,48,"[535, 536, 537, 538, 539, 540, 541, 542, 543, 544]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,548,4,41,"[548, 549, 550, 551, 552, 553, 554, 555, 556, 557]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,561,4,48,"[561, 562, 563, 564, 565, 566, 567, 568, 569, 570, 571, 572, 573, 574, 575, 576, 577, 578, 579, 580, 581, 582, 583, 584, 585, 586]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,590,4,46,"[590, 591, 592, 593, 594]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,598,4,46,"[598, 599, 600, 601, 602]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,606,4,14,"[606, 607, 608]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,612,4,78,"[612, 613, 614, 615, 616, 617, 618, 619, 620, 621]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,628,4,46,"[628, 629, 630, 631, 632, 633, 634, 635, 636]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,640,4,48,"[640, 641, 642, 643, 644, 645, 646, 647, 648, 649, 650, 651]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,655,4,41,"[655, 656, 657, 658, 659, 660, 661, 662, 663, 664, 665, 666]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,670,4,41,"[670, 671, 672, 673, 674, 675, 676, 677, 678, 679, 680, 681]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,685,4,41,"[685, 686, 687, 688, 689, 690, 691, 692, 693, 694, 695, 696]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,700,4,42,"[700, 701, 702, 703, 704, 705, 706, 707, 708, 709, 710, 711]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,715,4,41,"[715, 716, 717, 718, 719, 720, 721, 722, 723, 724, 725, 726, 727, 728]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,732,4,56,"[732, 733, 734, 735, 736, 737, 738, 739, 740, 741, 742, 743, 744, 745, 746, 747, 748, 749]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,753,4,41,"[753, 754, 755, 756, 757, 758, 759, 760, 761, 762, 763, 764, 765, 766]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,770,4,41,"[770, 771, 772, 773, 774, 775, 776, 777, 778, 779, 780, 781, 782, 783]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_analyzer.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,787,4,40,"[787, 788, 789, 790, 791, 792, 793, 794, 795, 796, 797, 798, 799, 800, 801, 802, 803]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,178,4,47,[178],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,388,4,49,[388],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,398,4,51,[398],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,408,4,49,[408],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,419,4,61,[419],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,437,4,65,[437],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,438,4,38,[438],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,456,4,66,[456],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,457,4,38,[457],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,463,4,44,[463],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,473,4,43,"[473, 474, 475]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,489,4,45,[489],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,490,4,47,[490],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,491,4,47,[491],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,492,4,67,[492],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,493,4,67,[493],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,499,4,44,[499],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,500,4,76,[500],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,515,4,37,[515],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,518,4,38,[518],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,522,4,61,[522],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,537,4,37,[537],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,540,4,38,[540],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,541,4,47,[541],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,542,4,52,[542],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,543,4,52,[543],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,547,4,61,[547],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,558,4,29,[558],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,565,4,49,[565],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,571,4,44,[571],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,572,4,52,[572],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,573,4,78,[573],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,581,4,64,[581],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\unit\test_app.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,587,4,44,[587],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
